order_id,customer_name,email,phone,city,product_name,category,quantity,price,discount_pct,total_price,order_date,payment_method,order_status,rating
ORD-54062,Hani Santoso,hani_santoso@outlook.com,08957783308,Bandung,Sepatu Adidas Ultraboost,Fashion,3,1400400,0,4201200,2025-04-18,OVO,Selesai,5
ORD-10946,Fitri Nugraha,fitri.nugraha@gmail.com,+628413112652,Tangerang,Vacuum Cleaner Dyson,Peralatan Rumah,5,3874900,15,16468325,2024-07-02,Transfer Bank,Dibatalkan,0
ORD-81932,Tono Wijaya,tono_wijaya@outlook.com,,Tangerang,Minyak Goreng Bimoli 2L,Makanan & Minuman,3,35100,0,105300,2025-04-01,GoPay,Selesai,3
ORD-23055,Farah Rahayu,farah21@gmail.com,+628492969909,Semarang,Celana Jeans Levis,Fashion,5,450000,0,2250000,2024-12-07,Transfer Bank,Selesai,3
ORD-46725,Julia Gunawan,juliagunawan@yahoo.com,08873321942,Bekasi,Earbuds TWS JBL,Elektronik,3,881300,15,2247315,2024-12-24,Kartu Kredit,Selesai,
ORD-29025,Muhammad Lestari,muhammad.lestari@gmail.com,8969033176,Palembang,Buku Python untuk Pemula,Buku,1,89500,141,-36694,2024-12-17,COD,Diproses,2
ORD-40432,Ahmad Rahayu,ahmadrahayu@yahoo.com,+628881088100,Banjarmasin,Skincare Wardah Basic Kit,Kecantikan,2,174200,0,348400,2024-08-11,Transfer Bank,Selesai,2
ORD-69971,Hani Handoko,hani_handoko@outlook.com,628874027557,Medan,Sofa L-Shape,Furniture,10,5693800,10,51244200,2024-06-08,GoPay,Selesai,1
ORD-47475,Rizki Gunawan,rizki.gunawan@gmail.com,8627249378,Bandung,Teh Botol Sosro 330ml,Makanan & Minuman,4,5500,15,18700,2025-05-11,GoPay,Selesai,4
ORD-68903,Muhammad Sari,muhammad_sari@outlook.com,628808738745,Bandung,Sunscreen SPF50 Biore,Kecantikan,2,66200,0,132400,2024-08-04,Transfer Bank,Selesai,3
ORD-75358,Candra Setiawan,candra.setiawan@gmail.com,628979969688,Balikpapan,Dress Wanita Batik,Fashion,2,197800,10,356040,2025-04-02,DANA,BATAL,
ORD-33363,Hendra Sari,hendra.sari@gmail.com,628922060605,Solo,Buku Resep Masakan,Buku,10,55600,5,528200,2024-11-01,ovo,returned,
ORD-92441,Indra Lestari,indra_lestari@outlook.com,+628279796063,Jakarta,Dompet Kulit Pria,Fashion,1,173000,10,155700,2025-01-29,OVO,Selesai,1
ORD-15962,Indra Rahayu,indra_rahayu@outlook.com,628289745141,Depok,Susu UHT Ultra 1L,Makanan & Minuman,3,17600,10,72600,2024-11-10,OVO,Diproses,4
ORD-53923,Rizki Gunawan,rizki.gunawan@gmail.com,8627249378,Bandung,Parfum Pria Davidoff,Kecantikan,1,561400,0,561400,2024-11-17,Transfer Bank,Selesai,5
ORD6781,Candra Putra,candra11@gmail.com,08121873851,Tangerang,Jam Tangan Casio,Fashion,1,620500,20,496400,2024-06-01,Kartu Kredit,Selesai,3
ORD-70210,,oscarkusuma@yahoo.com,08946956059,Surabaya,Handphone Samsung Galaxy A54,Elektronik,1,4325700,0,4325700,26-10-2024,OVO,Selesai,1
ORD-82006,Mario Hidayat,mariohidayat@yahoo.com,8244446065,Bandung,Buku Machine Learning,Buku,2,139100,5,264290,2025-04-30,GoPay,Selesai,4
ORD-71039,Ika Hidayat,,+628439776935,Jakarta,AC Split 1 PK Daikin,Peralatan Rumah,2,3929400,10,7072920,2025-03-31,GoPay,Dibatalkan,4
ORD-26697,Siti Nugraha,siti_nugraha@outlook.com,08208945197,Banjarmasin,Meja Belajar Minimalis,Furniture,1,857600,10,771840,2024-08-09,GoPay,Diproses,3
ORD-87616,Dewi Utami,dewi56@gmail.com,8596399642,Solo,Kaos Distro Premium,Fashion,2,82400,10,148320,2025-04-15,Transfer Bank,Dibatalkan,6
ORD-49286,Lina Suryadi,lina27@gmail.com,+628101213899,Bandung,Setrika Uap Panasonic,Peralatan Rumah,20,439800,10,7916400,2024-10-17,Kartu Kredit,Selesai,3
ORD-81449,Hendra Wibowo,hendra.wibowo@gmail.com,+628155156449,Malang,Sofa L-Shape,Furniture,2,5802100,25,12816100,2024-08-01,GoPay,Dikembalikan,4
ORD-60425,,kevin.utami@gmail.com,+628459988193,Medan,Serum Vitamin C Somethinc,Kecantikan,2,136200,10,245160,2025-03-06,GoPay,Dikembalikan,3
ORD-20234,Muhammad Sari,muhammad_sari@outlook.com,628808738745,Bandung,Kursi Gaming Ergonomis,Furniture,5,91553600,5,434879600,2024-10-17,Transfer Bank,Dikirim,4
ORD-26622,Dian Lestari,dian.lestari@gmail.com,628995450404,Medan!,Tas Ransel Laptop,Fashion,1,6412600,0,6412600,2024-09-30,COD,SELESAI,2
ORD-85727,Farah Utami,farah_utami@outlook.com,628738818250,Medan!,Kemeja Pria Polos,Fashion,2,119300,30,167020,2024-12-05,Transfer Bank,Selesai,5
ORD-45728,Dewi Utami,dewiutami@yahoo.com,628166778321,Solo,Novel Laskar Pelangi,Buku,3,73700,10,198990,2025-05-08,,SELESAI,3
ORD-38419,Oscar Sari,oscar36@gmail.com,628277924719,Banjarmasin,Buku Resep Masakan,Buku,5,51700,30,180950,2024-09-26,ShopeePay,Selesai,3
ORD-44690,Nita Utami,nita_utami@outlook.com,,,Komik Naruto Vol 1,Buku,1,34400,5,32680,2025-01-01,Transfer Bank,Selesai,2
ORD-10485,Candra Utami,candra88@gmail.com,+628706013906,Medan,Rice Cooker Philips,Peralatan Rumah,3,369300,0,1107900,2025-01-21,OVO,Selesai,
ORD-48005,Muhammad Firmansyah,muhammadfirmansyah@yahoo.com,628724888118,Tangerang,Minyak Goreng Bimoli 2L,Makanan & Minuman,5,36100,5,171475,2024-08-25,Transfer Bank,Selesai,
ORD0919,Candra Prasetyo,candra39@gmail.com,8691966769,Solo,Kopi Kapal Api 1kg,Makanan & Minuman,3,77000,0,231000,2024-06-07,kartu kredit,Selesai,
ORD-23937,Dian Rahayu,dian.rahayu@gmail.com,+628364540415,Banjarmasin,Celana Jeans Levis,Fashion,20,444700,5,8449300,2024-07-29,Alfamart,Selesai,
ORD-27481,Tono Utami,tonoutami@yahoo.com,8988987516,,Kemeja Pria Polos,Fashion,1,110700,0,110700,2024-12-19,DANA,Selesai,2
ORD-49478,Putri Setiawan,putrisetiawan@yahoo.com,628929230828,Makassar,Parfum Pria Davidoff,Kecantikan,4,624200,10,2247120,2024-09-03,Transfer Bank,Dikirim,1
ORD-23686,Budi Hidayat,budihidayat@yahoo.com,628653138181,Jakarta,Serum Vitamin C Somethinc,Kecantikan,1,129300,10,116370,2024-11-02,Transfer Bank,Selesai,1
ORD-27878,Nadia Rahayu,nadia_rahayu@outlook.com,+628697178606,Surabaya,Celana Jeans Levis,Fashion,2,438200,0,876400,2024-11-11,COD,Diproses,5
ORD-46591,Joko Sari,joko_sari@outlook.com,8279548432,Bandung,Meja Belajar Minimalis,Furniture,5,841100,25,3154125,2024-06-11,,Selesai,1
ORD-48769,Ahmad Setiawan,ahmad_setiawan@outlook.com,+628186784825,Jakarta,Jam Tangan Casio,Fashion,2,614800,50,614800,2025-05-15,DANA,Selesai,3
ORD-99740,Siti Firmansyah,siti49@gmail.com,628634700025,Solo,Sunscreen SPF50 Biore,Kecantikan,5,69600,5,330600,2024-08-17,ShopeePay,Diproses,4
ORD-45043,Hendra Kusuma,hendrakusuma@yahoo.com,+628192562037,Manado,Lemari Pakaian 3 Pintu,Furniture,4,2183200,10,7859520,2025-01-06,DANA,Diproses,
ORD-46168,Mario Rahayu,mariorahayu@yahoo.com,628767381684,Denpasar,Parfum Pria Davidoff,Kecantikan,3,27543200,10,74366640,2024-05-30,Transfer Bank,Selesai,3
ORD-84350,Oscar Sari,oscarsari@yahoo.com,08491229419,Semarang,Jaket Bomber Pria,Fashion,3,379000,5,1080150,2024-08-10,COD,Diproses,2
ORD-97235,Gilang Prasetyo,gilang_prasetyo@outlook.com,628412373555,Bandung,Kemeja Pria Polos,Fashion,1,120600,15,102510,07-08-2024,OVO,Dibatalkan,2
ORD9027,Eko Lestari,eko1@gmail.com,08678883823,Tangerang,Vacuum Cleaner Dyson,Peralatan Rumah,2,3713300,10,6683940,08-28-2024,ShopeePay,Dikembalikan,5
ORD-47309,Farah Utami,farah_utami@outlook.com,628738818250,Palembang,Earbuds TWS JBL,Elektronik,3,811300,5,2312205,2024-12-23,GoPay,Selesai,5
ORD-64331,Edy Handoko,edy.handoko@gmail.com,08679453010,Jakarta,Kamera Canon EOS M50,Elektronik,1,8281400,20,6625120,2025-01-27,transfer bank,Selesai,1
ORD-46335,Lusi Gunawan,lusi82@gmail.com,628383941912,Semarang,Novel Laskar Pelangi,Buku,1,74800,50,37400,10-03-2025,QRIS,Selesai,3
ORD-92317,Gilang Kusuma,gilang.kusuma@gmail.com,08218245685,Solo,Meja Belajar Minimalis,Furniture,3,900700,15,2296785,2025-03-12,Transfer Bank,Selesai,2
ORD-78898,Zaidan Suryadi,zaidan77@gmail.com,628543743303,Surabaya,Blender Philips,Peralatan Rumah,4,278200,10,1001520,2025-01-01,OVO,Selesai,
ORD-20302,Lusi Hartono,lusi.hartono@gmail.com,,Malang,Skincare Wardah Basic Kit,Kecantikan,1,192600,10,173340,2024-09-26,CASH,Diproses,2
ORD-75619,Lusi Firmansyah,lusi.firmansyah@gmail.com,628296412833,Pekanbaru,Novel Laskar Pelangi,Buku,3,78200,0,372600,2024-09-06,Kartu Kredit,Dikirim,3
ORD-78121,Tono Gunawan,tono_gunawan@outlook.com,628298491822,Yogyakarta,Handphone Samsung Galaxy A54,Elektronik,1,3919300,15,3331405,2024-09-12,COD,returned,1
ORD-62510,Edy Hidayat,edyhidayat@yahoo.com,08106727022,Makassar,Kemeja Pria Polos,Fashion,1,111600,50,55800,2025-01-30,ShopeePay,Selesai,4
ORD-74138,Xena Kusuma,xena_kusuma@outlook.com,628956632941,Palembang,Handphone Xiaomi Redmi Note 12,Elektronik,1,2948000,10,2653200,2025-04-04,Transfer Bank,,4
ORD-25615,Oji Hartono,oji.hartono@gmail.com,8943586094,Bogor,Handphone Samsung Galaxy A54,Elektronik,4,3886100,15,13212740,2024-12-05,Transfer Bank,Dikirim,2
ORD-52006,Wahyu Gunawan,,628651028374,surabaya,Novel Laskar Pelangi,Buku,1,69300,5,65835,2025-04-23,COD,Selesai,2
ORD-71564,Prita Rahayu,pritarahayu@yahoo.com,8686569576,yogya,Buku Machine Learning,Buku,3,135700,10,366390,2024-08-13,GoPay,Selesai,5
ORD-85784,Xena Santoso,xena54@gmail.com,628298306261,Manado,Parfum Pria Davidoff,Kecantikan,3,577700,5,1646445,2025-02-20,GoPay,Selesai,5
ORD-79824,Mario Utami,mario.utami@gmail.com,8743673793,Banjarmasin,Susu UHT Ultra 1L,Makanan & Minuman,2,17200,15,29240,2024-12-16,,Diproses,5
ORD-67164,WAHYU RAHAYU,wahyurahayu@yahoo.com,08829142618,Medan,Kamera Canon EOS M50,Elektronik,1,8044600,10,7240140,2024-05-30,Kartu Kredit,dibatalkan,1
ORD-97060,Wahyu Santoso,wahyusantoso@yahoo.com,8655170429,Malang,Earbuds TWS JBL,Elektronik,4,814400,10,2931840,2024-09-17,COD,Selesai,1
ORD-28993,Ahmad Kusuma,ahmad_kusuma@outlook.com,8853419132,Bandung,Kopi Kapal Api 1kg,Makanan & Minuman,4,80600,30,225680,2024-09-19,GoPay,Dikirim,2
ORD-40862,Vina Sari,vina_sari@outlook.com,8463044708,Bogor,Susu UHT Ultra 1L,Makanan & Minuman,2,18000,0,36000,2025-01-26,GoPay,Dikirim,3
ORD-54222,Oscar Kusuma,oscarkusuma@yahoo.com,8741523352,Denpasar,Kamera Canon EOS M50,Elektronik,1,8008300,0,8008300,2025-04-17,DANA,Diproses,3
ORD-59456,Indra Kusuma,indra.kusuma@gmail.com,+628685966428,Jakarta,Kopi Kapal Api 1kg,Makanan & Minuman,1,76300,0,76300,2025-04-01,COD,Selesai,
ORD-34975,Lusi Lestari,lusilestari@yahoo.com,+628462323049,Bekasi,Dress Wanita Batik,Fashion,1,198100,5,188195,2024-10-15,COD,Selesai,4
ORD-43584,Putri Lestari,putri90@gmail.com,628278795419,Batam,Sepatu Nike Air Max,Fashion,2,1343700,20,2149920,2024-05-22,OVO,Selesai,5
ORD-66744,Farah Santoso,farahsantoso@yahoo.com,08623589751,Yogyakarta,Serum Vitamin C Somethinc,Kecantikan,3,136700,0,410100,2024-10-02,GoPay,Dikirim,4
ORD-74868,Gilang Purnama,gilangpurnama@yahoo.com,8964946066,Medan,AC Split 1 PK Daikin,Peralatan Rumah,4,4195300,0,16781200,2024-08-14,DANA,Dikirim,6
ORD-99212,Fitri Ardiansyah,fitri6@gmail.com,08515200476,Makassar,Meja Belajar Minimalis,Furniture,4,802900,10,2890440,2024-05-22,Transfer Bank,Selesai,5
ORD-88943,Hani Firmansyah,hani_firmansyah@outlook.com,08585702656,Batam,Rice Cooker Philips,Peralatan Rumah,1,327000,0,327000,2024-07-20,DANA,Dibatalkan,1
ORD-65382,Lina Setiawan,linasetiawan@yahoo.com,+628205955645,Bogor,Handphone Samsung Galaxy A54,Elektronik,3,4209000,15,10732950,2025-04-16,COD,Dibatalkan,
ORD-15910,Mario Wijaya,mario.wijaya@gmail.com,8802023137,Balikpapan,Minyak Goreng Bimoli 2L,Makanan & Minuman,1,39300,195,-37335,2024-08-19,ovo,Dibatalkan,4
ORD-89174,Joko Kusuma,jokokusuma@yahoo.com,628956828829,Makassar,Laptop ASUS VivoBook,Elektronik,2,517665700,15,880031690,2024-10-22,Alfamart,Dikirim,2
ORD-95162,Yeni Utami,yeniutami@yahoo.com,8272058651,Jakarta,Celana Jeans Levis,Fashion,1,420200,0,420200,2025-01-02,GoPay,Selesai,1
ORD-82653,Zaidan Wibowo,,08636161977,Jogja,Komik Naruto Vol 1,Buku,4,37400,174,-110704,2024-06-21,OVO,Selesai,4
ORD-54453,Kevin Wibowo,kevin.wibowo@gmail.com,08559059269,Balikpapan,Dompet Kulit Pria,Fashion,2,181200,15,308040,2024-08-10,COD,Dikirim,1
ORD-44184,Hendra Purnama,hendrapurnama@yahoo.com,8207258766,Batam,Sunscreen SPF50 Biore,Kecantikan,2,60100,0,120200,2024-11-10,ShopeePay,Selesai,5
ORD-23879,Umar Hartono,umar.hartono@gmail.com,628581681729,Semarang,Buku Python untuk Pemula,Buku,2,82500,25,123750,2025-01-01,GoPay,Selesai,2
ORD-21171,Lusi Lestari,lusilestari@yahoo.com,+628462323049,Bekasi,Minyak Goreng Bimoli 2L,Makanan & Minuman,2,36500,0,73000,2025-01-09,GoPay,Dibatalkan,5
ORD-96530,Oscar Kusuma,oscarkusuma@yahoo.com,8741523352,Denpasar,Minyak Goreng Bimoli 2L,Makanan & Minuman,2,40300,15,68510,2024-10-27,Transfer Bank,Selesai,2
ORD-35859,Tono Utami,tono_utami@outlook.com,+628885014486,Tangerang,Kamera Canon EOS M50,Elektronik,1,8728500,5,8292075,31-05-2024,COD,Dikirim,
ORD-49054,Umar Handoko,umar_handoko@outlook.com,628113321873,Malang,Novel Laskar Pelangi,Buku,2,75800,10,136440,2025-03-09,ShopeePay,Selesai,3
ORD-38152,Rizki Kusuma,rizki.kusuma@gmail.com,+628493946849,,Rice Cooker Philips,Peralatan Rumah,2,370800,15,630360,2024-12-19,Transfer Bank,Dikirim,1
ORD-63558,Edy Wibowo,edy.wibowo@gmail.com,+628242096280,Semarang,Speaker Bluetooth JBL,Elektronik,1,1126600,0,1126600,2024-12-21,Kartu Kredit,Selesai,3
ORD-89391,Oscar Sari,oscarsari@yahoo.com,,Semarang,Vacuum Cleaner Dyson,Peralatan Rumah,3,3901700,10,10534590,2024-12-08,Transfer Bank,Selesai,
ORD-21161,Dewi Kusuma,dewi35@gmail.com,08948113787,Malang,Buku Machine Learning,Buku,-1,145500,15,-123675,2024-10-07,COD,Dibatalkan,4
ORD-60070,Hani Purnama,hani.purnama@gmail.com,+628674599894,Medan,Dompet Kulit Pria,Fashion,1,165000,5,156750,2024-11-02,ShopeePay,Selesai,1
ORD-45296,Wahyu Gunawan,wahyu.gunawan@gmail.com,628651028374,Solo,Laptop Lenovo IdeaPad,Elektronik,5,6699400,30,23447900,2025-02-28,Transfer Bank,Selesai,2
ORD-10131,Nita Hidayat,nitahidayat@yahoo.com,628653192921,Yogyakarta,Kemeja Pria Polos,Fashion,2,110400,20,176640,2025-04-08,DANA,Selesai,
ORD-76167,Gilang Prasetyo,gilang_prasetyo@outlook.com,628412373555,Bandung,Vacuum Cleaner Dyson,Peralatan Rumah,1,3662000,30,2563400,2024-07-27,Transfer Bank,Dibatalkan,4
ORD-98029,Vina Kusuma,vinakusuma@yahoo.com,+628517555386,Jakarta,Buku Resep Masakan,Buku,3,53800,0,161400,02/01/2025,ShopeePay,Dikirim,2
ORD-35701,Hani Hartono,hani_hartono@outlook.com,628508185805,Tangerang,Serum Vitamin C Somethinc,Kecantikan,3,122200,10,329940,2024-06-22,Indomaret,Dibatalkan,1
ORD-94012,Dian Firmansyah,dian_firmansyah@outlook.com,8327211142,Depok,Setrika Uap Panasonic,Peralatan Rumah,1,448400,10,403560,2024-09-11,Kartu Kredit,Selesai,1
ORD-18237,CANDRA SETIAWAN,candra58@gmail.com,08656308382,Denpasar,Laptop Lenovo IdeaPad,Elektronik,1,6900700,0,6900700,2024-06-16,GoPay,Selesai,4
ORD-26716,Wahyu Gunawan,wahyu.gunawan@gmail.com,628651028374,Solo,Susu UHT Ultra 1L,Makanan & Minuman,1,18300,20,14640,2024-12-16,,Selesai,5
ORD-11610,Xena Hidayat,xena97@gmail.com,08153067274,Balikpapan,Buku Machine Learning,Buku,1,136300,10,122670,2024-06-11,COD,,2
ORD-17512,Mario Gunawan,mario.gunawan@gmail.com,8741341153,Pekanbaru,Setrika Uap Panasonic,Peralatan Rumah,2,414400,0,828800,2025-05-09,OVO,Selesai,2
ORD-71149,Kartika Santoso,kartika_santoso@outlook.com,+628191910467,Depok,Kursi Gaming Ergonomis,Furniture,2,1888500,146,-1168900,2024-10-15,OVO,Selesai,2
ORD-23263,Muhammad Purnama,muhammad_purnama@outlook.com,08919517169,Manado,Tablet iPad Air,Elektronik,2,8962100,5,17027990,2025-04-04,cod,Dibatalkan,3
ORD-48559,Sari Hartono,sari.hartono@gmail.com,8546018975,Depok,Kamera Canon EOS M50,Elektronik,5,9189300,0,45946500,2024-06-22,GoPay,Diproses,3
ORD-14797,Tono Firmansyah,tono_firmansyah@outlook.com,628671630944,Bandung,Rice Cooker Philips,Peralatan Rumah,1,334200,20,267360,2024-07-02,GoPay,Selesai,4
ORD-57067,Hani Santoso,hani_santoso@outlook.com,,Bandung,Earbuds TWS JBL,Elektronik,1,888900,0,888900,2024-11-04,ShopeePay,Diproses,5
ORD-86015,Muhammad Lestari,,8969033176,SOLO,Rice Cooker Philips,Peralatan Rumah,1,334700,10,301230,2025-01-11,Transfer Bank,Selesai,5
ORD-56486,Lina Purnama,lina18@gmail.com,08415278117,Banjarmasin,Teh Botol Sosro 330ml,Makanan & Minuman,1,5500,30,3849,2024-11-05,DANA,Selesai,1
ORD-23672,VINA FIRMANSYAH,vina45@gmail.com,8224598010,Yogyakarta,Serum Vitamin C Somethinc,Kecantikan,5,119200,0,596000,2025-01-07,GoPay,Dibatalkan,5
ORD-97135,Fitri Wibowo,fitri.wibowo@gmail.com,8137421134,Makassar,Celana Jeans Levis,Fashion,-1,450200,0,-450200,2024-09-23,Kartu Kredit,Selesai,4
ORD-33537,Budi Hidayat,budi_hidayat@outlook.com,8582902100,Depok,Kaos Distro Premium,Fashion,3,87700,25,197325,2025-02-19,Kartu Kredit,Dikirim,5
ORD-37180,Hendra Wijaya,hendra51@gmail.com,+628561064014,surabaya,AC Split 1 PK Daikin,Peralatan Rumah,4,4120100,0,16480400,2024-11-03,,Selesai,4
ORD-61229,Fitri Nugraha,,+628413112652,surabaya,Lemari Pakaian 3 Pintu,Furniture,5,2086600,5,9911350,2025-02-11,ShopeePay,Selesai,
ORD-65270,Eko Wijaya,eko.wijaya@gmail.com,+628199626108,Banjarmasin,Minyak Goreng Bimoli 2L,,1,35300,15,30005,2025-02-06,,Selesai,1
ORD-38848,Joko Nugraha,joko54@gmail.com,+628886049101,Solo,Handphone Samsung Galaxy A54,Elektronik,1,3909200,50,1954600,2025-03-07,Indomaret,Dikembalikan,2
ORD-89761,Xena Putra,xenaputra@yahoo.com,08807352484,Pekanbaru,Sunscreen SPF50 Biore,Kecantikan,1,65900,25,49425,2024-09-21,Transfer Bank,Selesai,5
ORD6798,Muhammad Firmansyah,muhammadfirmansyah@yahoo.com,628724888118,Tangerang,Kursi Gaming Ergonomis,Furniture,1,1754700,50,877350,2024-09-10,GoPay,returned,
ORD-36787,Hani Ardiansyah,hani.ardiansyah@gmail.com,628285886733,Tangerang,Kemeja Pria Polos,Fashion,1,124300,0,124300,2024-10-06,GoPay,,5
ORD-49351,Xena Hidayat,xena97@gmail.com,08153067274,Balikpapan,Sofa L-Shape,Furniture,1,5468000,0,5468000,2024-08-07,Transfer Bank,Dikirim,4
ORD2040,Eko Hartono,eko77@gmail.com,628988017921,Banjarmasin,Sepatu Adidas Ultraboost,Fashion,1,1565100,10,1408590,2024-12-03,ShopeePay,Selesai,2
ORD-11617,Eko Lestari,eko1@gmail.com,08678883823,Tangerang,Rice Cooker Philips,Peralatan Rumah,1,361500,25,271125,2025-05-09,Alfamart,Selesai,1
ORD-50383,,farah16@gmail.com,+628907067228,Bekasi,Headphone Sony WH-1000XM5,Elektronik,2,3653300,5,6941270,2024-07-27,Transfer Bank,Selesai,2
ORD-93418,Edy Sari,edy.sari@gmail.com,08977162857,JAKARTA,Kursi Gaming Ergonomis,Furniture,2,1664500,0,3329000,2025-04-25,Alfamart,retur,4
ORD-57344,Oscar Hidayat,,08881654924,Solo,Kursi Gaming Ergonomis,Furniture,2,159027700,116,-50888863,2024-10-10,ShopeePay,Selesai,2
ORD-52667,Sari Sari,,+628597721705,Pekanbaru,Komik Naruto Vol 1,Buku,10,36600,10,329400,2024-07-10,COD,Selesai,5
ORD-68495,Eko Lestari,eko1@gmail.com,08678883823,Tangerang,Kemeja Pria Polos,Fashion,1,124900,15,106165,2024-12-02,COD,Selesai,
ORD-88732,Joko Nugraha,joko54@gmail.com,,Solo,Sofa L-Shape,Furniture,10,5635400,0,56354000,2024-07-16,ShopeePay,Dikirim,4
ORD-57844,Sari Sari,sari.sari@gmail.com,+628597721705,Pekanbaru,Novel Laskar Pelangi,Buku,2,71700,0,143400,2025-01-30,Transfer Bank,Dikirim,3
ORD-74883,Gilang Lestari,gilang68@gmail.com,8666262886,Semarang,Kursi Gaming Ergonomis,Furniture,4,1700000,0,6800000,2024-08-19,ShopeePay,Diproses,-1
ORD-35571,Yeni Sari,yeni_sari@outlook.com,8692976045,Jakarta,Novel Laskar Pelangi,Buku,10,79400,15,674900,2025-01-22,Transfer Bank,Dikirim,
ORD-32049,Siti Lestari,siti_lestari@outlook.com,8581649691,Tangerang,Handphone Xiaomi Redmi Note 12,Elektronik,1,2628600,0,2628600,2024-07-19,GoPay,Dikembalikan,1
ORD-20831,Fitri Ardiansyah,fitri6@gmail.com,,Makassar,Laptop Lenovo IdeaPad,Elektronik,2,6894500,0,13789000,2025-04-15,COD,Selesai,4
ORD-86640,Sari Nugraha,sari_nugraha@outlook.com,628842716512,Banjarmasin,Dress Wanita Batik,,1,209500,0,209500,2024-07-21,OVO,Selesai,1
ORD-78084,Candra Nugraha,candra53@gmail.com,8949025733,Yogyakarta,Teh Botol Sosro 330ml,Makanan & Minuman,20,5300,10,95400,2024-06-11,Transfer Bank,Diproses,3
ORD-69777,Hani Santoso,hani_santoso@outlook.com,08957783308,Bandung,Speaker Bluetooth JBL,Elektronik,3,1206900,15,3077595,2025-04-21,GoPay,Diproses,5
