order_id,customer_name,email,phone,city,product_name,category,quantity,price,discount_pct,total_price,order_date,payment_method,order_status,rating
ORD-62799,Julia Gunawan,juliagunawan@yahoo.com,628207418028.0,Batam,Jam Tangan Casio,Fashion,2,701700,5,1333230.0,2024-01-08,Transfer Bank,Selesai,4.0
ORD-81883,Candra Utami,candra88@gmail.com,628706013906.0,Medan,Laptop Lenovo IdeaPad,Elektronik,5,6827500,0,34137500.0,2024-01-09,Transfer Bank,Dibatalkan,3.0
ORD-86050,Wahyu Santoso,wahyusantoso@yahoo.com,8655170429.0,Malang,Earbuds TWS JBL,Elektronik,2,873500,0,1747000.0,2024-01-09,COD,Dikirim,3.0
ORD-95727,Agus Lestari,agus48@gmail.com,628671748547.0,Depok,Handphone Samsung Galaxy A54,Elektronik,2,3940900,10,7093620.0,2024-01-09,COD,Selesai,4.0
ORD-64926,Fitri Sari,fitri13@gmail.com,628307210606.0,Surabaya,Buku Machine Learning,Buku,4,150100,10,540360.0,2024-01-09,COD,Selesai,3.0
ORD-16948,Umar Hartono,umar.hartono@gmail.com,628581681729.0,Semarang,Sepatu Nike Air Max,Unknown,2,1319600,30,1847439.9999999998,2024-01-10,COD,Dikirim,3.0
ORD-38199,Hendra Putra,hendraputra@yahoo.com,8677276684.0,Pekanbaru,Kamera Canon EOS M50,Elektronik,3,8555400,0,25666200.0,2024-01-10,OVO,Diproses,5.0
ORD-99011,Dewi Lestari,dewi.lestari@gmail.com,8612156393.0,Malang,Teh Botol Sosro 330ml,Makanan & Minuman,3,5600,20,13440.0,2024-01-10,Shopeepay,Dibatalkan,5.0
ORD-62614,Hani Ardiansyah,haniardiansyah@yahoo.com,Unknown,Batam,Rak Buku Minimalis,Furniture,2,459800,0,919600.0,2024-01-10,Shopeepay,Selesai,3.0
ORD-98209,Muhammad Hartono,muhammad_hartono@outlook.com,Unknown,Banjarmasin,Sepatu Adidas Ultraboost,Fashion,2,1396500,0,2793000.0,2024-01-11,COD,Diproses,3.0
ORD-51697,Edy Lestari,edylestari@yahoo.com,628208304686.0,Yogyakarta,Kamera Canon EOS M50,Elektronik,3,8705900,10,23505930.0,2024-01-11,Transfer Bank,Dikirim,3.0
ORD-33363,Hendra Sari,hendra.sari@gmail.com,628922060605.0,Solo,Buku Resep Masakan,Buku,10,55600,5,528200.0,2024-01-11,OVO,Dikembalikan,3.0
ORD-74730,Hani Prasetyo,hani92@gmail.com,8604616991.0,Palembang,Kemeja Pria Polos,Fashion,3,122700,0,368100.0,2024-01-11,Indomaret,Selesai,1.0
ORD-77112,Umar Suryadi,umar77@gmail.com,628275437118.0,Jakarta,Kemeja Pria Polos,Fashion,1,122700,20,98160.0,2024-01-11,Dana,Dikirim,3.0
ORD-82427,Yeni Nugraha,yeni_nugraha@outlook.com,8925951043.0,Solo,Buku Python untuk Pemula,Buku,1,82200,10,73980.0,2024-01-11,OVO,Selesai,3.0
ORD-45100,Fitri Ardiansyah,fitri77@gmail.com,8691688246.0,Batam,Dompet Kulit Pria,Fashion,1,165200,0,165200.0,2024-01-12,COD,Selesai,4.0
ORD-49134,Edy Lestari,edylestari@yahoo.com,628208304686.0,Yogyakarta,Laptop ASUS VivoBook,Elektronik,1,6992400,0,6992400.0,2024-01-12,GoPay,Dikirim,2.0
ORD-89377,Sari Hidayat,sari26@gmail.com,628264934808.0,Yogyakarta,Susu UHT Ultra 1L,Makanan & Minuman,4,17300,15,58820.0,2024-01-12,GoPay,Dikembalikan,1.0
ORD-35483,Muhammad Purnama,muhammad_purnama@outlook.com,8919517169.0,Manado,Kemeja Pria Polos,Fashion,1,123700,15,105145.0,2024-01-12,COD,Selesai,3.0
ORD-62187,Gilang Kusuma,gilang.kusuma@gmail.com,8218245685.0,Solo,Blender Philips,Peralatan Rumah,2,289100,0,578200.0,2024-02-06,GoPay,Selesai,2.0
ORD-60322,Fitri Nugraha,fitri.nugraha@gmail.com,628413112652.0,Tangerang,Susu UHT Ultra 1L,Makanan & Minuman,2,17200,15,29240.0,2024-02-06,Kartu Kredit,Selesai,2.0
ORD-93399,Hani Rahayu,hani_rahayu@outlook.com,628705089126.0,Bandung,Susu UHT Ultra 1L,Makanan & Minuman,4,18900,0,75600.0,2024-02-06,COD,Selesai,2.0
ORD-38358,Zaidan Utami,zaidan.utami@gmail.com,8481540736.0,Depok,Jaket Bomber Pria,Fashion,2,405800,5,771020.0,2024-02-06,Alfamart,Dikirim,1.0
ORD-97888,Dewi Hidayat,dewihidayat@yahoo.com,628597402509.0,Banjarmasin,Jaket Bomber Pria,Fashion,2,353700,10,636660.0,2024-02-06,GoPay,Dibatalkan,4.0
ORD-14797,Tono Firmansyah,tono_firmansyah@outlook.com,628671630944.0,Bandung,Rice Cooker Philips,Peralatan Rumah,1,334200,20,267360.0,2024-02-07,GoPay,Selesai,4.0
ORD-96506,Budi Nugraha,budi.nugraha@gmail.com,628605015307.0,Bogor,Laptop Lenovo IdeaPad,Elektronik,1,7131300,10,6418170.0,2024-02-07,COD,Dibatalkan,4.0
ORD-35796,Edy Kusuma,edy_kusuma@outlook.com,Unknown,Bogor,Vacuum Cleaner Dyson,Peralatan Rumah,3,3669600,10,9907920.0,2024-02-07,Kartu Kredit,Selesai,2.0
ORD-85154,Eko Wibowo,eko_wibowo@outlook.com,Unknown,Banjarmasin,Lemari Pakaian 3 Pintu,Furniture,5,2167900,10,9755550.0,2024-02-07,Indomaret,Dikirim,5.0
ORD-76542,Hendra Kusuma,hendrakusuma@yahoo.com,628192562037.0,Manado,Headphone Sony WH-1000XM5,Elektronik,2,3403700,0,6807400.0,2024-02-07,GoPay,Selesai,4.0
ORD-83229,Kevin Rahayu,kevin_rahayu@outlook.com,628155973336.0,Balikpapan,Lipstik MAC,Kecantikan,1,341600,5,324520.0,2024-02-07,GoPay,Selesai,4.0
ORD-10946,Fitri Nugraha,fitri.nugraha@gmail.com,628413112652.0,Tangerang,Vacuum Cleaner Dyson,Peralatan Rumah,5,3874900,15,16468325.0,2024-02-07,Transfer Bank,Dibatalkan,1.0
ORD-63284,Indra Purnama,indra12@gmail.com,8753355029.0,Makassar,Parfum Pria Davidoff,Kecantikan,2,560300,0,1120600.0,2024-02-08,Transfer Bank,Selesai,5.0
ORD-46612,Nadia Setiawan,Unknown,628638446596.0,Bekasi,Kemeja Pria Polos,Fashion,1,120900,10,108810.0,2024-02-08,Shopeepay,Diproses,4.0
ORD-95592,Edy Handoko,edy.handoko@gmail.com,8679453010.0,Jakarta,Buku Python untuk Pemula,Buku,10,91000,0,910000.0,2024-02-08,Kartu Kredit,Selesai,4.0
ORD-25198,Lusi Rahayu,lusi_rahayu@outlook.com,8449396529.0,Batam,Kamera Canon EOS M50,Elektronik,2,8969100,0,17938200.0,2024-02-08,Dana,Selesai,1.0
ORD-59156,Prita Utami,pritautami@yahoo.com,8853586950.0,Denpasar,Minyak Goreng Bimoli 2L,Makanan & Minuman,10,41000,50,205000.0,2024-02-08,Dana,Dibatalkan,2.0
ORD-14032,Hendra Setiawan,hendra_setiawan@outlook.com,8817133857.0,Unknown,Blender Philips,Peralatan Rumah,1,270600,10,243540.0,2024-02-09,Dana,Selesai,5.0
ORD-59828,Wahyu Suryadi,wahyu.suryadi@gmail.com,8566159230.0,Banjarmasin,Serum Vitamin C Somethinc,Kecantikan,1,127700,10,114930.0,2024-02-09,Shopeepay,Dikirim,3.0
ORD-10127,Ahmad Rahayu,ahmadrahayu@yahoo.com,628881088100.0,Banjarmasin,Skincare Wardah Basic Kit,Kecantikan,1,181500,5,172425.0,2024-02-09,Alfamart,Dikirim,2.0
ORD-66744,Farah Santoso,farahsantoso@yahoo.com,8623589751.0,Yogyakarta,Serum Vitamin C Somethinc,Kecantikan,3,136700,0,410100.0,2024-02-10,GoPay,Dikirim,4.0
ORD-50447,Joko Firmansyah,joko74@gmail.com,628222626229.0,Solo,Laptop ASUS VivoBook,Elektronik,1,7285000,10,6556500.0,2024-02-10,Transfer Bank,Selesai,2.0
ORD-47097,Ahmad Kusuma,ahmad.kusuma@gmail.com,8476055825.0,Pekanbaru,Dress Wanita Batik,Fashion,3,184600,20,443040.0,2024-02-10,OVO,Dikirim,3.0
ORD-85742,Umar Hartono,umar.hartono@gmail.com,628581681729.0,Semarang,Lemari Pakaian 3 Pintu,Furniture,3,2184500,15,5570475.0,2024-02-11,GoPay,Diproses,2.0
ORD-41335,Yeni Purnama,yeni_purnama@outlook.com,628251492516.0,Balikpapan,AC Split 1 PK Daikin,Peralatan Rumah,2,4377400,100,0.0,2024-02-11,Shopeepay,Selesai,2.0
ORD-39343,Mario Rahayu,mariorahayu@yahoo.com,628767381684.0,Denpasar,Vacuum Cleaner Dyson,Peralatan Rumah,2,3759400,30,5263160.0,2024-02-11,Transfer Bank,Dikirim,5.0
ORD-23686,Budi Hidayat,budihidayat@yahoo.com,628653138181.0,Jakarta,Serum Vitamin C Somethinc,Kecantikan,1,129300,10,116370.0,2024-02-11,Transfer Bank,Selesai,1.0
ORD-60070,Hani Purnama,hani.purnama@gmail.com,628674599894.0,Medan,Dompet Kulit Pria,Fashion,1,165000,5,156750.0,2024-02-11,Shopeepay,Selesai,1.0
ORD-98537,Eko Wibowo,eko_wibowo@outlook.com,628497851696.0,Unknown,Parfum Pria Davidoff,Kecantikan,1,623000,20,498400.0,2024-02-11,GoPay,Diproses,4.0
ORD-16569,Gilang Hidayat,gilang57@gmail.com,628481749657.0,Tangerang,Rak Buku Minimalis,Furniture,2,483200,0,966400.0,2024-02-11,GoPay,Dikirim,1.0
ORD-68495,Eko Lestari,eko1@gmail.com,8678883823.0,Tangerang,Kemeja Pria Polos,Fashion,1,124900,15,106165.0,2024-02-12,COD,Selesai,3.0
ORD-57542,Gilang Lestari,gilang68@gmail.com,8666262886.0,Semarang,Jam Tangan Casio,Fashion,1,647400,15,550290.0,2024-02-12,COD,Selesai,3.0
ORD-59140,Tono Firmansyah,tono_firmansyah@outlook.com,628671630944.0,Bandung,Susu UHT Ultra 1L,Makanan & Minuman,2,18800,5,35720.0,2024-02-12,Shopeepay,Selesai,1.0
ORD-55439,Wahyu Nugraha,wahyu.nugraha@gmail.com,8439212178.0,Malang,Dress Wanita Batik,Fashion,3,197000,30,413700.0,2024-02-12,Indomaret,Selesai,1.0
ORD-64460,Gilang Putra,gilang_putra@outlook.com,628474816534.0,Depok,Komik Naruto Vol 1,Unknown,1,34800,10,31320.0,2024-02-12,GoPay,Selesai,4.0
ORD-33969,Farah Rahayu,farah26@gmail.com,628837022335.0,Jogja,Susu UHT Ultra 1L,Makanan & Minuman,20,19400,10,349200.0,2024-02-12,COD,Selesai,5.0
ORD-66717,Dian Suryadi,dian.suryadi@gmail.com,8149955386.0,Surabaya,Skincare Wardah Basic Kit,Kecantikan,1,181400,0,181400.0,2024-02-12,GoPay,Selesai,5.0
ORD-64488,Rizki Santoso,rizki.santoso@gmail.com,8457701385.0,Bandung,Skincare Wardah Basic Kit,Kecantikan,1,179000,10,161100.0,2024-03-06,Dana,Dibatalkan,1.0
ORD-96014,Indra Hartono,indra8@gmail.com,628821968662.0,Surabaya,Buku Resep Masakan,Buku,1,58400,5,55480.0,2024-03-06,Dana,Diproses,2.0
ORD-89746,Vina Lestari,vinalestari@yahoo.com,8472637507.0,Tangerang,Jaket Bomber Pria,Unknown,1,390600,10,351540.0,2024-03-06,GoPay,Selesai,1.0
ORD-30574,Gilang Setiawan,gilang.setiawan@gmail.com,628513488628.0,Manado,AC Split 1 PK Daikin,Peralatan Rumah,1,4305000,5,4089750.0,2024-03-06,Transfer Bank,Dikembalikan,3.0
ORD-79478,Umar Hartono,umarhartono@yahoo.com,8695727345.0,Balikpapan,Sunscreen SPF50 Biore,Kecantikan,3,69600,100,0.0,2024-03-06,Kartu Kredit,Dikembalikan,3.0
ORD-20637,Yeni Nugraha,yeni_nugraha@outlook.com,8925951043.0,Solo,Kursi Gaming Ergonomis,Furniture,2,1828700,0,3657400.0,2024-03-07,Transfer Bank,Dikembalikan,4.0
ORD-87735,Gilang Purnama,gilang84@gmail.com,628919249789.0,Medan!,Laptop ASUS VivoBook,Elektronik,4,6959900,10,25055640.0,2024-03-07,Transfer Bank,Selesai,3.0
ORD-59214,Budi Hidayat,budihidayat@yahoo.com,628653138181.0,Jakarta,Vacuum Cleaner Dyson,Peralatan Rumah,4,3545200,10,12762720.0,2024-03-07,COD,Selesai,2.0
ORD-89124,Bella Prasetyo,bella_prasetyo@outlook.com,628682677407.0,Semarang,Tablet iPad Air,Elektronik,2,8681900,20,13891040.0,2024-03-07,Dana,Dikirim,1.0
ORD-58656,Dewi Setiawan,dewi_setiawan@outlook.com,628997749095.0,Bandung,Handphone Samsung Galaxy A54,Elektronik,3,4535400,15,11565270.0,2024-03-07,COD,Selesai,3.0
ORD-56062,Putri Prasetyo,putri.prasetyo@gmail.com,8859466346.0,Manado,Tablet iPad Air,Elektronik,2,9309500,25,13964250.0,2024-03-07,GoPay,Selesai,4.0
ORD-47022,Fitri Wibowo,fitri_wibowo@outlook.com,8498481225.0,Malang,Laptop ASUS VivoBook,Elektronik,1,7257800,10,6532020.0,2024-03-08,GoPay,Selesai,2.0
ORD-38462,Dian Hidayat,dian37@gmail.com,628601919088.0,Palembang,Rak Buku Minimalis,Furniture,3,440100,30,924209.9999999999,2024-03-08,Transfer Bank,Dibatalkan,3.0
ORD-39214,Xena Putra,xenaputra@yahoo.com,8807352484.0,Pekanbaru,Minyak Goreng Bimoli 2L,Makanan & Minuman,5,36200,15,153850.0,2024-03-08,Kartu Kredit,Selesai,3.0
ORD0706,Edy Wibowo,edy.wibowo@gmail.com,628242096280.0,Medan!,Komik Naruto Vol 1,Buku,3,36600,10,98820.0,2024-03-08,Kartu Kredit,Selesai,3.0
ORD-81963,Prita Gunawan,prita.gunawan@gmail.com,8133395441.0,Jakarta,Tas Ransel Laptop,Fashion,1,309300,20,247440.0,2024-03-08,Shopeepay,Selesai,4.0
ORD-14773,Muhammad Suryadi,muhammad60@gmail.com,8188867190.0,Yogya,Blender Philips,Peralatan Rumah,1,274700,15,233495.0,2024-03-08,OVO,Selesai,2.0
ORD-36031,Hendra Wijaya,hendra40@gmail.com,628262512187.0,Yogya,Jaket Bomber Pria,Fashion,1,358100,0,358100.0,2024-03-09,COD,Dikirim,3.0
ORD-10377,Budi Firmansyah,Unknown,628494524102.0,Makassar,Tas Ransel Laptop,Fashion,2,305000,50,305000.0,2024-03-09,GoPay,Dikirim,4.0
ORD-49478,Putri Setiawan,putrisetiawan@yahoo.com,628929230828.0,Makassar,Parfum Pria Davidoff,Kecantikan,4,624200,10,2247120.0,2024-03-09,Transfer Bank,Dikirim,1.0
ORD-72834,Edy Lestari,edylestari@yahoo.com,628208304686.0,Yogyakarta,Buku Python untuk Pemula,Buku,1,89700,0,89700.0,2024-03-09,Kartu Kredit,Dikembalikan,3.0
ORD-82947,Muhammad Handoko,Unknown,8567189302.0,Unknown,Jam Tangan Casio,Fashion,2,653100,5,1240890.0,2024-03-09,Dana,Selesai,4.0
ORD-51186,Siti Kusuma,sitikusuma@yahoo.com,628709907391.0,Bandung,Lipstik MAC,Kecantikan,1,317500,30,222250.0,2024-03-10,Alfamart,Selesai,3.0
ORD-94912,Candra Setiawan,candra58@gmail.com,8656308382.0,Unknown,Dress Wanita Batik,Unknown,1,195300,5,185535.0,2024-03-11,GoPay,Dibatalkan,2.0
ORD-25720,Vina Kusuma,vinakusuma@yahoo.com,628517555386.0,Unknown,Kamera Canon EOS M50,Elektronik,1,9386400,0,9386400.0,2024-03-11,COD,Dikirim,3.0
ORD-37180,Hendra Wijaya,hendra51@gmail.com,628561064014.0,Surabaya,AC Split 1 PK Daikin,Peralatan Rumah,4,4120100,0,16480400.0,2024-03-11,Transfer Bank,Selesai,4.0
ORD-11944,Dewi Utami,dewiutami@yahoo.com,628166778321.0,Solo,Sepatu Adidas Ultraboost,Fashion,1,1477200,30,1034039.9999999999,2024-03-11,Alfamart,Selesai,2.0
ORD-56822,Edy Hidayat,edyhidayat@yahoo.com,8106727022.0,Makassar,Laptop Lenovo IdeaPad,Elektronik,2,7137000,50,7137000.0,2024-03-12,Shopeepay,Selesai,2.0
ORD-46429,Kartika Wijaya,kartika_wijaya@outlook.com,8204633834.0,Manado,Teh Botol Sosro 330ml,Makanan & Minuman,2,5700,5,10830.0,2024-03-12,Indomaret,Selesai,1.0
ORD2040,Eko Hartono,eko77@gmail.com,628988017921.0,Banjarmasin,Sepatu Adidas Ultraboost,Fashion,1,1565100,10,1408590.0,2024-03-12,Shopeepay,Selesai,2.0
ORD-39213,Budi Hidayat,budi_hidayat@outlook.com,628653653446.0,Balikpapan,Buku Resep Masakan,Buku,1,51600,5,49020.0,2024-03-12,GoPay,Selesai,4.0
ORD-87652,Tono Handoko,tono_handoko@outlook.com,628992647814.0,Batam,Snack Chitato 68gr,Makanan & Minuman,2,12900,10,23220.0,2024-03-12,Dana,Selesai,3.0
ORD-44578,Muhammad Hartono,muhammad_hartono@outlook.com,628889123194.0,Banjarmasin,Sepatu Nike Air Max,Fashion,1,1384400,50,692200.0,2024-03-12,Transfer Bank,Selesai,3.0
ORD-96248,Tono Wijaya,tono_wijaya@outlook.com,8844905100.0,Tangerang,Sunscreen SPF50 Biore,Kecantikan,2,60400,5,114760.0,2024-04-06,GoPay,Selesai,5.0
ORD-99284,Gilang Prasetyo,gilang_prasetyo@outlook.com,628412373555.0,Bandung,Serum Vitamin C Somethinc,Kecantikan,3,136600,0,409800.0,2024-04-06,GoPay,Diproses,5.0
ORD-37148,Dian Utami,dian85@gmail.com,8294185957.0,Denpasar,Tablet iPad Air,Elektronik,2,9032000,10,16257600.0,2024-04-07,Shopeepay,Dibatalkan,4.0
ORD-56891,Unknown,yeni.gunawan@gmail.com,8373595941.0,Surabaya,Kemeja Pria Polos,Fashion,1,118700,15,100895.0,2024-04-07,Transfer Bank,Selesai,4.0
ORD-38053,Muhammad Utami,muhammad22@gmail.com,Unknown,Semarang,Kemeja Pria Polos,Fashion,2,116900,0,233800.0,2024-04-08,GoPay,Dikembalikan,1.0
ORD-32742,Hendra Gunawan,hendra.gunawan@gmail.com,628511497036.0,Malang,Parfum Pria Davidoff,Kecantikan,2,542600,0,1085200.0,2024-04-08,OVO,Dikembalikan,3.0
ORD-59255,Bella Ardiansyah,bella_ardiansyah@outlook.com,Unknown,Surabaya,Sepatu Adidas Ultraboost,Fashion,1,1553400,10,1398060.0,2024-04-08,COD,Selesai,4.0
ORD-71450,Siti Lestari,siti_lestari@outlook.com,8581649691.0,Tangerang,Sofa L-Shape,Furniture,4,5128100,5,19486780.0,2024-04-08,Kartu Kredit,Dikirim,1.0
ORD-22004,Unknown,Unknown,Unknown,Tangerang,Snack Chitato 68gr,Makanan & Minuman,2,12400,0,24800.0,2024-04-08,COD,Dikirim,2.0
ORD-68903,Muhammad Sari,muhammad_sari@outlook.com,628808738745.0,Bandung,Sunscreen SPF50 Biore,Kecantikan,2,66200,0,132400.0,2024-04-08,Transfer Bank,Selesai,3.0
ORD-23674,Yeni Purnama,Unknown,628251492516.0,Balikpapan,Skincare Wardah Basic Kit,Kecantikan,2,177700,10,319860.0,2024-04-09,COD,Dikirim,1.0
ORD-69820,Siti Lestari,siti_lestari@outlook.com,8581649691.0,Tangerang,Parfum Pria Davidoff,Kecantikan,1,619300,5,588335.0,2024-04-09,COD,Dikirim,2.0
ORD-75471,Muhammad Utami,muhammad22@gmail.com,8551160783.0,Medan!,Sofa L-Shape,Furniture,1,5866200,10,5279580.0,2024-04-10,Indomaret,Selesai,5.0
ORD6627,Oscar Kusuma,oscarkusuma@yahoo.com,8741523352.0,Unknown,Tas Ransel Laptop,Fashion,2,296500,10,533700.0,2024-04-10,GoPay,Selesai,3.0
ORD-28654,Rizki Hartono,rizkihartono@yahoo.com,628241540516.0,Palembang,Sofa L-Shape,Furniture,1,5107500,15,4341375.0,2024-04-10,Transfer Bank,Selesai,3.0
ORD-33927,Tono Handoko,tono_handoko@outlook.com,628992647814.0,Batam,Lemari Pakaian 3 Pintu,Furniture,1,2314900,30,1620430.0,2024-04-10,Dana,Dibatalkan,1.0
ORD-36475,Lusi Gunawan,lusi63@gmail.com,8595449368.0,Bekasi,Headphone Sony WH-1000XM5,Elektronik,3,3467700,50,5201550.0,2024-04-10,Transfer Bank,Selesai,2.0
ORD-60609,Eko Wibowo,eko_wibowo@outlook.com,628497851696.0,Banjarmasin,Rak Buku Minimalis,Furniture,3,436900,15,1114095.0,2024-04-10,OVO,Selesai,3.0
ORD-69259,Dian Lestari,dian.lestari@gmail.com,628995450404.0,Tangerang,Meja Belajar Minimalis,Furniture,1,899200,10,809280.0,2024-04-10,OVO,Selesai,2.0
ORD-57067,Hani Santoso,hani_santoso@outlook.com,Unknown,Bandung,Earbuds TWS JBL,Elektronik,1,888900,0,888900.0,2024-04-11,Shopeepay,Diproses,5.0
ORD-65132,Zaidan Utami,zaidan.utami@gmail.com,8481540736.0,Depok,Tas Ransel Laptop,Fashion,3,334100,10,902070.0,2024-04-11,OVO,Diproses,2.0
ORD1817,Agus Prasetyo,agus.prasetyo@gmail.com,628733775016.0,Tangerang,Laptop Lenovo IdeaPad,Elektronik,1,6291100,0,6291100.0,2024-04-11,Shopeepay,Selesai,1.0
ORD-84604,Dewi Putra,dewiputra@yahoo.com,8967588425.0,Semarang,Smartwatch Garmin,Elektronik,3,4058300,5,11566155.0,2024-04-11,COD,Dibatalkan,1.0
ORD-48448,Lina Utami,lina49@gmail.com,8514165061.0,Yogyakarta,Buku Resep Masakan,Buku,2,55800,10,100440.0,2024-04-11,Shopeepay,Selesai,5.0
ORD-10498,Lina Purnama,lina18@gmail.com,8415278117.0,Banjarmasin,Skincare Wardah Basic Kit,Kecantikan,2,186100,10,334980.0,2024-04-11,OVO,Dikembalikan,2.0
ORD-80566,Nita Hidayat,nitahidayat@yahoo.com,628653192921.0,Yogyakarta,Buku Python untuk Pemula,Buku,4,95900,10,345240.0,2024-04-11,Shopeepay,Selesai,2.0
ORD-29745,Agus Prasetyo,agusprasetyo@yahoo.com,8964985095.0,Manado,Buku Resep Masakan,Buku,2,54400,20,87040.0,2024-04-12,OVO,Selesai,1.0
ORD-59619,Mario Gunawan,mario.gunawan@gmail.com,8741341153.0,Pekanbaru,Komik Naruto Vol 1,Buku,2,32800,10,59040.0,2024-04-12,OVO,Dikembalikan,2.0
ORD-75078,Umar Nugraha,umarnugraha@yahoo.com,628499646701.0,Yogya,Handphone Samsung Galaxy A54,Elektronik,3,4025200,30,8452920.0,2024-04-12,Kartu Kredit,Diproses,4.0
ORD-97349,Joko Nugraha,joko54@gmail.com,628886049101.0,Jogja,Dress Wanita Batik,Fashion,1,209700,100,0.0,2024-05-06,GoPay,Dikirim,3.0
ORD-12877,Yeni Kusuma,yeni.kusuma@gmail.com,628856882609.0,Jakarta,Meja Belajar Minimalis,Furniture,1,868200,25,651150.0,2024-05-06,COD,Dikembalikan,3.0
ORD-95505,Candra Setiawan,candra.setiawan@gmail.com,628979969688.0,Balikpapan,Kamera Canon EOS M50,Elektronik,1,8271200,20,6616960.0,2024-05-06,Transfer Bank,Selesai,3.0
ORD5138,Tono Utami,tonoutami@yahoo.com,8988987516.0,Batam,Lipstik MAC,Kecantikan,1,310300,10,279270.0,2024-05-06,Shopeepay,Selesai,4.0
ORD-90884,Yeni Sari,yeni_sari@outlook.com,8692976045.0,Jakarta,Komik Naruto Vol 1,Buku,2,34400,30,48160.0,2024-05-06,OVO,Selesai,1.0
ORD-71967,Edy Hidayat,edyhidayat@yahoo.com,8106727022.0,Makassar,Kursi Gaming Ergonomis,Furniture,1,1806600,20,1445280.0,2024-05-06,Transfer Bank,Selesai,2.0
ORD-89681,Edy Handoko,edy.handoko@gmail.com,8679453010.0,Yogya,Jaket Bomber Pria,Fashion,1,397100,10,357390.0,2024-05-07,OVO,Selesai,5.0
ORD-26031,Dewi Kusuma,dewi82@gmail.com,8308412769.0,Banjarmasin,Lemari Pakaian 3 Pintu,Furniture,2,2284900,15,3884330.0,2024-05-07,OVO,Diproses,3.0
ORD-64889,Joko Setiawan,joko73@gmail.com,628702224599.0,Jakarta,Dress Wanita Batik,Fashion,3,188100,10,507870.0,2024-05-07,QRIS,Dikirim,2.0
ORD-30390,Nita Ardiansyah,nita_ardiansyah@outlook.com,628758938746.0,Balikpapan,Earbuds TWS JBL,Elektronik,1,854300,20,683440.0,2024-05-07,Transfer Bank,Selesai,1.0
ORD-62488,Oscar Lestari,oscarlestari@yahoo.com,8308755439.0,Tangerang,Minyak Goreng Bimoli 2L,Makanan & Minuman,1,39000,25,29250.0,2024-05-08,Dana,Selesai,1.0
ORD-49692,Lina Purnama,lina18@gmail.com,8415278117.0,Yogya,Tablet iPad Air,Elektronik,10,9306200,30,65143399.99999999,2024-05-08,OVO,Dibatalkan,4.0
ORD-72414,Dewi Setiawan,dewi_setiawan@outlook.com,628997749095.0,Bandung,Rak Buku Minimalis,Furniture,20,438300,0,8766000.0,2024-05-08,Alfamart,Selesai,4.0
ORD-30898,Indra Purnama,indra12@gmail.com,8753355029.0,Makassar,Lemari Pakaian 3 Pintu,Furniture,1,2048800,0,2048800.0,2024-05-08,Transfer Bank,Selesai,5.0
ORD-76828,Sari Kusuma,sarikusuma@yahoo.com,Unknown,Surabaya,Tas Ransel Laptop,Fashion,1,342700,100,0.0,2024-05-09,COD,Selesai,1.0
ORD-68463,Vina Lestari,vinalestari@yahoo.com,8472637507.0,Tangerang,Dress Wanita Batik,Fashion,1,185300,10,166770.0,2024-05-09,Transfer Bank,Dibatalkan,3.0
ORD-58040,Eko Prasetyo,ekoprasetyo@yahoo.com,8748650572.0,Surabaya,Blender Philips,Peralatan Rumah,2,262200,25,393300.0,2024-05-09,Shopeepay,Selesai,2.0
